35.555	67.639999	1
67.795998	66.800003	1
99.941002	66.753998	1
132.243	66.959999	1
164.444	66.477997	1
196.647	66.783997	1
228.83	67.085999	1
261.03101	67.080002	1
293.21201	66.816002	1
325.41501	66.393997	1
357.59698	67.279999	1
389.77802	66.302002	1
421.94199	65.846001	1
454.142	66.080002	1
486.32401	65.542	1
518.52502	65.185997	1
550.68903	65.052002	1
582.89099	65.106003	1
615.07001	65.907997	1
647.27399	67.832001	1
679.461	67.741997	1
711.64099	67.246002	1
743.88098	65.533997	1
776.06598	66.155998	1
808.26898	66.919998	1
840.48602	66.18	1
872.64801	66.716003	1
904.80402	65.580002	1
937.026	65.699997	1
969.20599	66.695999	1
1001.414	65.620003	1
1033.5811	65.982002	1
1065.756	66.227997	1
1098.04	66.288002	1
1130.205	66.208	1
1162.386	65.598	1
1194.647	66.554001	1
1226.829	66.188004	1
1259.051	65.699997	1
1291.2729	65.484001	1
1323.454	65.209999	1
1355.635	65.613998	1
1387.806	65.755997	1
1419.99	66.185997	1
1452.175	65.566002	1
1484.373	65.489998	1
1516.546	64.435997	1
1548.83	65.281998	1
1581.1121	65.082001	1
1613.418	66.538002	1
1645.741	65.634003	1
